log_diameter_avg,log_diameter_ratio,log_relative_velocity,absolute_magnitude,diameter_avg,diameter_ratio
-0.5612793579205022,0.7053162601557978,-1.089225012855782,0.5426233094158187,-0.31844179610038215,0.7053163653363592
-0.6358607833115777,1.3150138076619322,-1.2119512081759862,0.9217739727953316,-0.34953040689447173,1.3150138531256246
-0.5997273819906394,0.7673427074542264,-0.3509179671116814,0.7149645200428703,-0.33452986680420665,0.7673427686252403
2.8894060474929915,-0.04889022716947004,0.22166427458060653,-1.9597710688889713,1.81810948935892,-0.04889016331642916
-0.12019707214610185,-0.08461366072559968,-0.09784289850476746,-0.3914660521828014,-0.12418721427420565,-0.08461357657185564
0.13211821678800895,0.10530195223290559,0.9526106314201065,-0.6637651649735427,-0.0046248481910025115,0.10530201690087593
-0.12291170420624697,-0.05040992568672704,0.5558107223467377,-0.38801922797026106,-0.1254391308187457,-0.05040986042597355
-0.005397364969592933,0.08645241739408958,-0.34469747921871047,-0.5258921964719019,-0.07058001369940263,0.08645250281813943
-0.057634846959613496,0.03134132762495465,-0.1992886636603259,-0.4672961848587037,-0.09513472294427698,0.03134140178733053
0.027004321246385864,0.06958959805873083,0.24591083834251706,-0.5603604385973127,-0.05521215530434334,0.06958969822310425
0.4483918122406463,0.09347197721189573,0.5870022265708307,-0.9188301567015797,0.1545616233281562,0.09347207677088923
0.5812430606893272,0.09513682965729606,1.337029932992608,-1.0084475862276459,0.2246761030277618,0.09513687015382535
-0.47906794891070464,-0.5193739379588659,-0.7576465460526755,0.26687737241253584,-0.28359857629268165,-0.5193738441334785
-0.6844981566077545,0.22369566682160888,0.9930442038270927,1.335392878300255,-0.36954139015076687,0.22369572211080874
-0.5433512111128093,-0.16902564865055195,-1.979614408183512,0.47368682516499705,-0.31089507216754886,-0.16902554386539037
-0.3077778354445511,-0.07266111127637993,-0.3379126085903527,-0.1122732909669782,-0.20902219337794467,-0.0726609893529506
-0.40652046823587146,-0.07064396253388201,0.31216709729996134,0.08419568914786074,-0.2523429431336848,-0.0706438564530865
-0.1442387643273784,0.0036831231506278513,-0.2666048335955727,-0.3604446342699322,-0.13524959418502888,0.0036831397522312124
-0.6673721037405506,1.1680552024680357,0.6361026573512667,1.1630516676732034,-0.36251869255171354,1.1680552508628639
-0.5133173525101035,-0.2385316604859268,0.2705532799867717,0.37028209878876706,-0.2981881150362286,-0.23853151269775602
0.8917157346511426,-0.056280595669412355,0.08815278543510224,-1.191129269492321,0.3964385832066142,-0.05628053885673561
-0.4666205977295207,-0.06943112082317339,1.191836182852089,0.23240913028712504,-0.2782699735635445,-0.06943108043319572
-0.5612793579205022,0.7053162601557978,0.6257743122639781,0.5426233094158187,-0.31844179610038215,0.7053163653363592
-0.4666205977295207,-0.06943112082317339,1.426404083213957,0.23240913028712504,-0.2782699735635445,-0.06943108043319572
2.877733691402289,-0.022566597362014558,1.690824231127591,-1.9563242446764297,1.8079335302230202,-0.022566544302647613
2.47415055567285,-0.003519456837445965,1.0062525313344284,-1.8322385730249529,1.4711314855198072,-0.003519321379046994
-0.06649335364067052,-0.30498284829925554,0.4157468133504206,-0.45695571222108144,-0.09927185789462883,-0.30498274559036964
0.5812430606893272,0.09513682965729606,0.32678617290881923,-1.0084475862276459,0.2246761030277618,0.09513687015382535
0.8726407337519118,-0.05930905356731266,0.06082453002062162,-1.1807887968546975,0.38555680978032764,-0.05930892517455752
-0.6938495979859401,0.9366029865606081,1.2457562466337808,1.4491380773141098,-0.37336529216322384,0.936603118825528
1.97683114690447,0.0021063447795019305,0.1602247257499162,-1.6633441866104428,1.0938269019930196,0.0021064095794300925
-0.6903321837946411,-0.9668027171081844,0.8890034022368786,1.4043293625510769,-0.37192787374314457,-0.9668026458782931
-0.6064426397807071,0.15696889691281965,-1.7944705515596644,0.7494327621682799,-0.33732635729558536,0.15696894498097155
0.027004321246385864,0.06958959805873083,1.5022999988941763,-0.5603604385973127,-0.05521215530434334,0.06958969822310425
-0.6358607833115777,1.3150138076619322,-0.19908134890570947,0.9217739727953316,-0.34953040689447173,1.3150138531256246
-0.3077778354445511,-0.07266111127637993,0.8166621837289142,-0.1122732909669782,-0.20902219337794467,-0.0726609893529506
0.13583523955295665,0.09162045821735652,1.2650213207365006,-0.6672119891860843,-0.002815278257866898,0.09162058244835584
0.06069628657952579,-0.0017366580600953728,1.2075667363923384,-0.5948286807227222,-0.03912003205704513,-0.001736648108528571
0.20920809461724119,0.05125406239541751,0.5661035213959698,-0.7327016492243643,0.03319836880324945,0.05125417512078174
-0.5237713557205259,-0.8620292093209252,0.8277465642534092,0.40475034091417667,-0.30262025385887786,-0.8620291815910031
-0.17496062453554426,0.17800050901538625,0.04495388118592675,-0.3190827437194394,-0.14930396740910654,0.17800062380618734
-0.4666205977295207,-0.06943112082317339,-2.2785717747227663,0.23240913028712504,-0.2782699735635445,-0.06943108043319572
0.5812430606893272,0.09513682965729606,0.5002166823848376,-1.0084475862276459,0.2246761030277618,0.09513687015382535
-0.47906794891070464,-0.5193739379588659,0.5139685638952414,0.26687737241253584,-0.28359857629268165,-0.5193738441334785
-0.47906794891070464,-0.5193739379588659,1.3066164769761655,0.26687737241253584,-0.28359857629268165,-0.5193738441334785
-0.08675582125728559,-0.035350380948534266,0.2582842462125589,-0.4328279427332941,-0.10870576981902605,-0.03535027140539576
-0.1994393965282494,-0.3696746583072143,0.5801883974016171,-0.28461450159402985,-0.16043699662623861,-0.3696745344844295
-0.23657615416051153,-0.13791264044107296,-0.8156967653018244,-0.22946531419337327,-0.17721704448467687,-0.13791253436025055
-0.4400484780803518,-0.3541171023624158,-0.6295968060630659,0.16347264603630463,-0.2668475445388618,-0.3541170762915924
-0.4258772742974954,-0.1629001528829039,-1.5385743913616128,0.12900440391089382,-0.2607294900192654,-0.16290003685411955
-0.22293557111225523,0.2516604476118017,0.9713686861450462,-0.250146259468619,-0.17106895703457647,0.25166047185362206
-0.5023954316305927,0.5257074175675154,-0.4240793056012889,0.3358138566633563,-0.29354709610348684,0.5257074611521649
0.923923398333444,-0.0863442882360234,0.9784775565655305,-1.2083633905550264,0.41491231246259597,-0.08634424400961717
-0.22293557111225523,0.2516604476118017,0.9297339349155871,-0.250146259468619,-0.17106895703457647,0.25166047185362206
0.027004321246385864,0.06958959805873083,0.3292624295810683,-0.5603604385973127,-0.05521215530434334,0.06958969822310425
0.8412616307520919,-0.12333245427910615,-2.5381193504868507,-1.1635546757919932,0.3677512933971933,-0.1233323524413034
-0.24548397817006823,0.10447268153038246,-0.2304880251788322,-0.21567801734320943,-0.18122240040005935,0.10447269722117931
0.38178407478080106,-0.1191444479001537,1.694430574933374,-0.8705746177260051,0.12014421026344514,-0.1191444094057786
1.3683053050229264,-0.03321332243930925,-0.1155102191935356,-1.4220664917325707,0.683101245168946,-0.03321326506102703
-0.6223850237397912,-0.6059196185048543,0.4380072266734025,0.8380161444305849,-0.3439494607002743,-0.6059195240686408
-0.6064426397807071,0.15696889691281965,0.2142792580096544,0.7494327621682799,-0.33732635729558536,0.15696894498097155
0.38178407478080106,-0.1191444479001537,0.40440082881107914,-0.8705746177260051,0.12014421026344514,-0.1191444094057786
0.8726407337519118,-0.05930905356731266,1.095061289822268,-1.1807887968546975,0.38555680978032764,-0.05930892517455752
1.614728646168405,0.027557788810026688,0.8762006848641616,-1.5254712181088008,0.8430723564105292,0.027557890777878513
0.8726407337519118,-0.05930905356731266,1.7591364272412806,-1.1807887968546975,0.38555680978032764,-0.05930892517455752
-0.4814931882017049,-0.3952070238996122,0.879553199058798,0.2737710208376178,-0.28463516514826975,-0.3952068847528149
-0.3924741583966223,-0.3674070313853309,-0.18932299055653956,0.0531742712349915,-0.24623565270358344,-0.36740690682345306
-0.5525131441900769,-0.33269743140074526,-0.1382630746448818,0.5081550672904078,-0.3147553036605385,-0.3326974339540102
-0.6248778426665397,0.6340777976205637,-0.6655873767436786,0.8528374885445111,-0.34498305602350254,0.6340779088620856
0.38178407478080106,-0.1191444479001537,0.38844181176734793,-0.8705746177260051,0.12014421026344514,-0.1191444094057786
-0.7191727478104307,2.535141684581977,0.5480437856995817,1.8868847523068208,-0.38368223147516534,2.5351417642404757
3.634828143571152,0.004245927704868563,1.0037180977052387,-2.1665805216414338,2.5229760332662288,0.004246016215436669
1.8090682378544192,0.0012441164217964994,-1.6648605252630564,-1.6013013507847043,0.9752577232122723,0.0012442395487087061
-0.6439635177436319,-0.828397815519495,0.8859001715049881,0.9769231601959881,-0.3528784665789524,-0.8283977896346106
-0.24548397817006823,0.10447268153038246,-0.5472627492523113,-0.21567801734320943,-0.18122240040005935,0.10447269722117931
1.97683114690447,0.0021063447795019305,0.22635365598136836,-1.6633441866104428,1.0938269019930196,0.0021064095794300925
-0.3077778354445511,-0.07266111127637993,1.1958449588609468,-0.1122732909669782,-0.20902219337794467,-0.0726609893529506
1.701616691080094,-0.07871059406909688,1.2975939679509294,-1.5599394602342116,0.9014993244432689,-0.07871056784839638
-0.6128645936091823,0.09825111770401154,0.8605704512438849,0.7839010042936907,-0.3399969849683854,0.09825115277208407
-0.036549801588111434,0.13854879330876194,-0.07750719862946563,-0.49142395434649105,-0.08525620452038328,0.13854882572403115
-0.09526768142109675,-0.3280750852000925,0.025734144180090505,-0.4224874700956706,-0.1126567029809094,-0.32807506886218946
1.0033698039674037,-0.04532911746568729,1.0194763846212855,-1.249725281105519,0.4610240492991132,-0.04532906391840079
-0.34516744421510953,-0.2042461624131338,0.20694049941326478,-0.043336806716157805,-0.225532626300884,-0.20424614739444563
-0.6746912549773935,-2.213980414212425,-0.3890471575184796,1.2319881519240252,-0.36552309746379485,-2.2139802641086
-0.15206013196928606,-0.09674670592894548,-0.6376783788895389,-0.3501041616323087,-0.13883633246308133,-0.09674662403042711
-0.4258772742974954,-0.1629001528829039,-1.235560795342561,0.12900440391089382,-0.2607294900192654,-0.16290003685411955
