log_diameter_avg,log_diameter_ratio,log_relative_velocity,log_miss_distance,absolute_magnitude,diameter_avg,diameter_ratio
-0.8625345942622189,0.9606689523871453,-1.4161446091363339,0.6091138180407036,1.0628085234898867,-0.5494522223772491,0.9606691750684926
-0.9284539626352989,1.7784304777045405,-1.546663528198164,-0.9879222382458568,1.4515181629872749,-0.5808509827976875,1.7784306202999076
-0.8965171770381134,1.0438624019266018,-0.630957410145662,0.2556810487708349,1.239494723261427,-0.5657007926656485,1.043862565580795
2.1873803300814196,-0.05091630000913486,-0.022018014080363517,0.7104586657403026,-1.5026750971928797,1.6084139615588464,-0.05091613277067787
-0.472680612170291,-0.09883063004691689,-0.3618128782069695,0.3340514256504645,0.10516932072813776,-0.3532596965763803,-0.0988304355805557
-0.24966979694124866,0.1558951466431604,0.7553411156307848,0.767428126918243,-0.1739948749108957,-0.2325045392355777,0.1558953149771084
-0.47507996066533187,-0.05295460733475546,0.33334567218887007,-0.2968055460391279,0.10870304472356786,-0.3545241026287687,-0.05295443820821736
-0.3712140050786607,0.13061306305210174,-0.6243419410218172,0.2593036382673984,-0.032645915093663935,-0.29911769393730975,0.13061325922500022
-0.4173845066496101,0.056694889990960715,-0.46970012735502475,-1.4145932695832006,0.027427392828660392,-0.32391736857957176,0.056695071058172904
-0.3425755246744549,0.10799567691164674,0.0037681294964945085,0.4980259191904575,-0.0679831550479725,-0.2835965210191095,0.10799589285484851
0.029871061067287333,0.1400281016513969,0.36651773789675995,0.655525924723175,-0.43549045057277613,-0.07172997408983403,0.14002831678300928
0.14729266221517975,0.14226109779964738,1.1641698223045145,-0.6944379618022909,-0.5273672744539765,-0.000916010588121118,0.14226123371330193
-0.7898714059875247,-0.6819561960130689,-1.0635119624678213,0.24535972589783453,0.780110603855422,-0.5142613957988335,-0.6819559885814797
-0.9714424803553333,0.31469162700636255,0.7983420915071979,0.9582950822014671,1.8755650424389714,-0.6010616018312428,0.3146917827628518
-0.8466886633556157,-0.21204885813875285,-2.363070904040874,-1.3057744306737498,0.9921340435812697,-0.5418302099851331,-0.21204863600169127
-0.6384753173631154,-0.08279918116048816,-0.617126252650829,-0.9477749712306596,0.3914009643580327,-0.43894101575123456,-0.08279893603505532
-0.7257497553477464,-0.08009366489393213,0.0742314505311251,-0.568755575661203,0.5928232320975888,-0.4826939467465577,-0.08009344101752158
-0.49393004733326396,0.01959811049597951,-0.5412906603492832,-0.528536766852544,0.13697283668701496,-0.3644324382212352,0.019598214358921437
-0.9563054863677506,1.5813211180992055,0.41873589013567064,0.8249225185379094,1.698878842667431,-0.5939688436221888,1.5813212646236356
